"","results.parameter","results.city","results.country","results.coordinates.latitude","results.coordinates.longitude","units","valuemax","valuemean","tally"
"1124","pm25","Manchester","GB",53.48481,-2.334139,"micrograms per cubic meter",9,5.75,116
"1125","pm25","Mandi Gobindgarh","IN",30.649961,76.331442,"micrograms per cubic meter",156.56,80.1552173913043,23
"1126","pm25","Mandideep","IN",23.10844,77.511428,"micrograms per cubic meter",35,25.2222222222222,9
"1127","pm25","Mandikhera","IN",27.9002,76.9938,"micrograms per cubic meter",51.8,27.9136363636364,22
"1128","pm25","Manesar ","IN",28.360699,76.93609,"micrograms per cubic meter",140.06,64,23
"1129","pm25","MANITOBA","CA",49.8422,-99.9189,"micrograms per cubic meter",18,7.61052631578947,76
"1130","pm25","MANITOBA","CA",49.9489,-97.3964,"micrograms per cubic meter",10.4,6.51184210526316,76
"1131","pm25","MARION","US",45.014998,-122.790382,"micrograms per cubic meter",667.3,300.339285714286,56
"1132","pm25","MARIPOSA","US",37.748707,-119.587094,"micrograms per cubic meter",504,153.142857142857,98
"1133","pm25","Marne","FR",49.0461163533504,3.95591101667714,"micrograms per cubic meter",10.2,4.31140350877193,114
"1134","pm25","Marne","FR",49.224144731874,4.02055378452238,"micrograms per cubic meter",19.4,8.28,115
"1135","pm25","Marne","FR",49.2507146918556,4.02306008416507,"micrograms per cubic meter",29.7,10.1543859649123,114
"1136","pm25","Marshall","US",32.6706,-94.1681,"micrograms per cubic meter",20.1,9.12688172043011,93
"1137","pm25","Marshall","US",44.4572,-95.835,"micrograms per cubic meter",10,2.92982456140351,57
"1138","pm25","MARTIN","US",27.172459,-80.240692,"micrograms per cubic meter",14.6,6.06052631578947,38
"1139","pm25","Martinique","FR",14.6107421035951,-61.0026146509316,"micrograms per cubic meter",16.7,8.13647058823529,85
"1140","pm25","Martinique","FR",14.6780998386226,-60.9391037603444,"micrograms per cubic meter",16.4,7.03333333333333,114
"1141","pm25","MATANUSKA-SUSITNA","US",61.534163,-149.031655,"micrograms per cubic meter",14,3.88571428571429,70
"1142","pm25","MAUI","US",20.869444,-156.492417,"micrograms per cubic meter",10,4.4625,80
"1143","pm25","Maule","CL",-35.435725588722,-71.619553864003,"micrograms per cubic meter",84,12.3521897810219,548
"1144","pm25","Mayenne","FR",47.787711631788,-0.444044431462552,"micrograms per cubic meter",10.3,4.24070796460177,113
"1145","pm25","McAlester","US",34.906082,-95.794128,"micrograms per cubic meter",18.2,9.49423076923077,104
"1146","pm25","Medellin","CO",6.0990806,-75.6386261,"micrograms per cubic meter",68,19.9189189189189,74
"1147","pm25","Medellin","CO",6.1523128,-75.6274872,"micrograms per cubic meter",56,28.9473684210526,76
"1148","pm25","Medellin","CO",6.1825418,-75.5506363,"micrograms per cubic meter",32,17.2,75
"1149","pm25","Medellin","CO",6.1856666,-75.5972061,"micrograms per cubic meter",51,21.8441558441558,77
"1150","pm25","Medellin","CO",6.1998701,-75.5609512,"micrograms per cubic meter",33.186,15.4950646753247,77
"1151","pm25","Medellin","CO",6.2218938,-75.6106033,"micrograms per cubic meter",59.2817,19.5344307792208,77
"1152","pm25","Medellin","CO",6.2372341,-75.610466,"micrograms per cubic meter",39.388,16.3536473333333,75
"1153","pm25","Medellin","CO",6.2525611,-75.5695801,"micrograms per cubic meter",48,26.0547945205479,73
"1154","pm25","Medellin","CO",6.2589092,-75.5482635,"micrograms per cubic meter",32.8232,14.7369105194805,77
"1155","pm25","Medellin","CO",6.2778502,-75.6364288,"micrograms per cubic meter",31.0012,12.5304336842105,76
"1156","pm25","Medellin","CO",6.2904806,-75.5555191,"micrograms per cubic meter",31.1821,17.1818617567568,74
"1157","pm25","Medellin","CO",6.3784332,-75.4511414,"micrograms per cubic meter",39,17.8378378378378,74
"1158","pm25","Medford","US",42.229891,-122.7877,"micrograms per cubic meter",191.5,43.6045454545455,22
"1159","pm25","Medford","US",42.623225,-122.810158,"micrograms per cubic meter",578.1,180.746575342466,73
"1160","pm25","Meerut","IN",28.9535882,77.7622941,"micrograms per cubic meter",142,84.0555555555556,18
"1161","pm25","Meerut","IN",28.999264,77.7590354,"micrograms per cubic meter",79,39.3846153846154,39
"1162","pm25","Meerut","IN",29.06351,77.709723,"micrograms per cubic meter",80,47.5227272727273,44
"1163","pm25","Melbourne","AU",-37.98576,145.1987,"micrograms per cubic meter",12.3,6.37628865979381,97
"1164","pm25","Melbourne","AU",-37.9135475,144.998,"micrograms per cubic meter",13.1,3.76178571428571,84
"1165","pm25","Melbourne","AU",-37.8287277,145.1324,"micrograms per cubic meter",15.9,4.42488888888889,90
"1166","pm25","Melbourne","AU",-37.8220978,144.8471,"micrograms per cubic meter",14,7.10103092783505,97
"1167","pm25","Melbourne","AU",-37.8073959,144.97,"micrograms per cubic meter",19.7,5.93173913043478,92
"1168","pm25","Melbourne","AU",-37.80488,144.8728,"micrograms per cubic meter",15.2,6.5493137254902,102
"1169","pm25","Melbourne","AU",-37.7784081,145.0306,"micrograms per cubic meter",23.2,7.25284210526316,95
"1170","pm25","Melbourne","AU",-37.7749672,145.3285,"micrograms per cubic meter",14.1,6.47113402061856,97
"1171","pm25","Melbourne","AU",-37.722477,145.0576,"micrograms per cubic meter",13.8,6.55520833333333,96
"1172","pm25","Memphis","US",34.820556,-89.987778,"micrograms per cubic meter",12.8,9.26666666666667,105
"1173","pm25","Memphis","US",35.151588,-89.85022,"micrograms per cubic meter",22.4,9.26571428571429,70
"1174","pm25","Memphis","US",35.1967,-90.1911,"micrograms per cubic meter",15.8,10.7349206349206,63
"1175","pm25","MENDOCINO","US",39.150478,-123.206528,"micrograms per cubic meter",105,49.1851851851852,108
"1176","pm25","Merced","US",37.2817,-120.433601,"micrograms per cubic meter",123,52.9565217391304,69
"1177","pm25","Meurthe-et-Moselle","FR",48.5848471999281,6.48389599032925,"micrograms per cubic meter",24.1,8.24434782608696,115
"1178","pm25","Meurthe-et-Moselle","FR",48.6881993336682,6.19043435331308,"micrograms per cubic meter",21.5,9.08347826086957,115
"1179","pm25","Meurthe-et-Moselle","FR",48.6963231696882,6.14612046034746,"micrograms per cubic meter",15.6,5.49122807017544,114
"1180","pm25","Meuse","FR",49.0658373075805,5.78555467160757,"micrograms per cubic meter",18.1,8.05130434782609,115
"1181","pm25","Meuse","FR",49.1677902851312,5.38745727029717,"micrograms per cubic meter",18.8,5.31052631578947,114
"1182","pm25","MEXICO STATE","MX",19.3919,-99.0281,"micrograms per cubic meter",17,9.61538461538461,13
"1183","pm25","MEXICO STATE","MX",19.4525,-99.086,"micrograms per cubic meter",22,9.42592592592593,54
"1184","pm25","MEXICO STATE","MX",19.529,-99.2045,"micrograms per cubic meter",48,16.1923076923077,26
"1185","pm25","MEXICO STATE","MX",19.5329,-99.0303,"micrograms per cubic meter",59,17.2727272727273,77
"1186","pm25","Miami-Fort Lauderdale-Miami Beach","US",25.4719,-80.4828,"micrograms per cubic meter",8.5,4.95111111111111,45
"1187","pm25","Miami-Fort Lauderdale-Miami Beach","US",25.686944,-80.686944,"micrograms per cubic meter",11.8,5.50512820512821,39
"1188","pm25","Miami-Fort Lauderdale-Miami Beach","US",26.0732,-80.3386,"micrograms per cubic meter",10,3.15068493150685,73
"1189","pm25","Miami-Fort Lauderdale-Miami Beach","US",26.131256,-80.167847,"micrograms per cubic meter",16,6.83396226415094,106
"1190","pm25","Miami-Fort Lauderdale-Miami Beach","US",26.2906,-80.0969,"micrograms per cubic meter",7.7,4.28095238095238,105
"1191","pm25","MIDDLESEX","US",42.612113,-71.307519,"micrograms per cubic meter",11,5.46376811594203,69
"1192","pm25","Mielec","PL",50.299128,21.440942,"micrograms per cubic meter",54.3531,14.4057876923077,78
"1193","pm25","Milwaukee-Waukesha-West Allis","US",43.0178,-87.9333,"micrograms per cubic meter",15.5,4.15196078431373,102
"1194","pm25","Milwaukee-Waukesha-West Allis","US",43.0203,-88.215,"micrograms per cubic meter",14,3.57551020408163,98
"1195","pm25","Milwaukee-Waukesha-West Allis","US",43.0611,-87.9125,"micrograms per cubic meter",11.8,3.11372549019608,102
"1196","pm25","Milwaukee-Waukesha-West Allis","US",43.4981,-87.81,"micrograms per cubic meter",9.2,2.62718446601942,103
"1197","pm25","MILWAUKEE","US",42.93257,-87.93434,"micrograms per cubic meter",13.5,3.58415841584158,101
"1198","pm25","MINIDOKA","US",42.607817,-113.786817,"micrograms per cubic meter",30.6,14.2928571428571,42
"1199","pm25","Minneapolis-St. Paul-Bloomington","US",44.7383,-93.2372,"micrograms per cubic meter",10,4.90277777777778,72
"1200","pm25","Minneapolis-St. Paul-Bloomington","US",44.789398,-93.512497,"micrograms per cubic meter",15,3.60240963855422,83
"1201","pm25","Minneapolis-St. Paul-Bloomington","US",44.9536,-93.2581,"micrograms per cubic meter",32,7.38888888888889,72
"1202","pm25","Minneapolis-St. Paul-Bloomington","US",44.9594,-93.0356,"micrograms per cubic meter",19,3.36842105263158,38
"1203","pm25","Minneapolis-St. Paul-Bloomington","US",44.9653,-93.2551,"micrograms per cubic meter",15,4.26315789473684,57
"1204","pm25","Minneapolis-St. Paul-Bloomington","US",45.1425,-93.2139,"micrograms per cubic meter",11,3.34782608695652,46
"1205","pm25","Minneapolis-St. Paul-Bloomington","US",45.2108,-93.6686,"micrograms per cubic meter",12,4.02816901408451,71
"1206","pm25","Minneapolis-St. Paul-Bloomington","US",45.55,-94.1333,"micrograms per cubic meter",11,2.97014925373134,67
"1207","pm25","MINNEHAHA","US",43.54792,-96.700768,"micrograms per cubic meter",15.8,3.7890625,64
"1208","pm25","MISSOULA","US",46.842297,-114.020549,"micrograms per cubic meter",22.3,7.42441860465116,86
"1209","pm25","MISSOULA","US",47.012907,-114.224273,"micrograms per cubic meter",21.4,8.19764705882353,85
"1210","pm25","MISSOULA","US",47.17563,-113.476182,"micrograms per cubic meter",32.3,8.91477272727273,88
"1211","pm25","MITCHELL","US",35.912487,-82.062082,"micrograms per cubic meter",9,3.09090909090909,44
"1212","pm25","Mitrovice","XK",42.891794,20.868936,"micrograms per cubic meter",25.707,13.7832989690722,97
"1213","pm25","Mo i Rana","NO",66.312191,14.149923,"micrograms per cubic meter",11.009381,2.80177566055046,109
"1214","pm25","Mobile","US",30.7697,-88.0875,"micrograms per cubic meter",18.1,11.2707070707071,99
"1215","pm25","Modesto","US",37.4883,-120.8358,"micrograms per cubic meter",158,63.203125,64
"1216","pm25","Modesto","US",37.642165,-120.994212,"micrograms per cubic meter",161,65.7204301075269,93
"1217","pm25","Mogilno","PL",52.656842,17.949565,"micrograms per cubic meter",310.4,29.1747,1000
"1218","pm25","MONO","US",37.645718,-118.966515,"micrograms per cubic meter",1467.2,136.475247524752,101
"1219","pm25","MONO","US",37.962069,-119.120278,"micrograms per cubic meter",342.5,44.1869158878505,107
"1220","pm25","MONTGOMERY","US",35.263165,-79.836636,"micrograms per cubic meter",7,5,7
"1221","pm25","MONTGOMERY","US",40.970001,-95.044998,"micrograms per cubic meter",7,2.29333333333333,75
"1222","pm25","Moradabad","IN",28.825341,78.7213009,"micrograms per cubic meter",65,54.625,8
"1223","pm25","Morbihan","FR",47.648889066211,-2.76389155041474,"micrograms per cubic meter",10.3,4.50114942528736,87
"1224","pm25","Morbihan","FR",47.742485358103,-3.3948053239104,"micrograms per cubic meter",26,5.23392857142857,56
"1225","pm25","Morwell","AU",-38.2392921,146.3873,"micrograms per cubic meter",16.5,7.09323232323232,99
"1226","pm25","Morwell","AU",-38.229393,146.424454,"micrograms per cubic meter",111.2,9.80260869565217,92
"1227","pm25","Moscow","US",46.728199,-116.954597,"micrograms per cubic meter",225,17.2446808510638,94
"1228","pm25","Moselle","FR",49.1194269655692,6.18083136292584,"micrograms per cubic meter",16.8,6.50754716981132,106
"1229","pm25","Moselle","FR",49.1874042196733,6.91086524487126,"micrograms per cubic meter",14.6,6.07727272727273,110
"1230","pm25","Moselle","FR",49.3583143914495,6.15694515952111,"micrograms per cubic meter",10.2,4.69304347826087,115
"1231","pm25","Moses Lake","US",47.1303,-119.2726,"micrograms per cubic meter",240.1,29.8123287671233,73
"1232","pm25","Moss","NO",59.433471,10.66176236,"micrograms per cubic meter",8.561504,3.21875419266055,109
"1233","pm25","Mount Vernon-Anacortes","US",48.410198,-122.337601,"micrograms per cubic meter",115.4,39.7255555555556,90
"1234","pm25","Mount Vernon","US",38.088902,-88.625,"micrograms per cubic meter",31.9,15.4292134831461,89
"1235","pm25","Msida","MT",35.8958358794896,14.48998642,"micrograms per cubic meter",49.07,16.380347826087,115
"1236","pm25","MT1","US",45.206448,-112.642518,"micrograms per cubic meter",21,7.05970149253731,67
"1237","pm25","MT1","US",48.551019,-109.677483,"micrograms per cubic meter",24,6.89473684210526,57
"1238","pm25","MT1","US",48.607406,-112.363842,"micrograms per cubic meter",22,6.98333333333333,60
"1239","pm25","Mumbai","IN",18.91,72.82,"micrograms per cubic meter",58,19.2095454545455,44
"1240","pm25","Mumbai","IN",18.9936162,72.8128113,"micrograms per cubic meter",985,70.3729411764706,34
"1241","pm25","Mumbai","IN",19.047,72.8746,"micrograms per cubic meter",41,23.7097297297297,37
"1242","pm25","Mumbai","IN",19.0627,72.84614,"micrograms per cubic meter",37.63,14.6149152542373,59
"1243","pm25","Mumbai","IN",19.07283,72.88261,"micrograms per cubic meter",40,16.54,100
"1244","pm25","Mumbai","IN",19.0863,72.8888,"micrograms per cubic meter",33.69,16.5536111111111,36
"1245","pm25","Mumbai","IN",19.10078,72.87462,"micrograms per cubic meter",581.02,36.3992682926829,41
"1246","pm25","Mumbai","IN",19.10861,72.83622,"micrograms per cubic meter",50,30.3889743589744,39
"1247","pm25","Mumbai","IN",19.13276,72.52048,"micrograms per cubic meter",995,76.28725,40
"1248","pm25","Mumbai","IN",19.1375,72.915056,"micrograms per cubic meter",24,11.4062068965517,29
"1249","pm25","Mumbai","IN",19.3832,72.8204,"micrograms per cubic meter",43,19.7265789473684,38
"1250","pm25","MUSCATINE","US",41.4014,-91.0684,"micrograms per cubic meter",18,4,87
"1251","pm25","Muzaffarnagar","IN",29.4723508,77.7194031,"micrograms per cubic meter",98,54.5555555555556,18
"1252","pm25","Muzaffarpur","IN",26.11442,85.39813,"micrograms per cubic meter",39.34,23.676862745098,51
"1253","pm25","Muzaffarpur","IN",26.1209,85.3647,"micrograms per cubic meter",43,28.625,8
"1254","pm25","Mysuru","IN",12.21041,76.37376,"micrograms per cubic meter",15.36,6.21357142857143,42
"1255","pm25","Nacimiento","CL",-37.508937992394,-72.656092617752,"micrograms per cubic meter",206.6,55.7569811320755,106
"1256","pm25","Nacimiento","CL",-37.501844565823,-72.676405906677,"micrograms per cubic meter",134.6,28.1201834862385,109
"1257","pm25","Nagpur","IN",21.152875,79.0517531,"micrograms per cubic meter",62.42,16.3,8
"1258","pm25","Namur","BE",50.095683,4.594763,"micrograms per cubic meter",10.605608,3.71039721333333,15
"1259","pm25","Namur","BE",50.274478,5.235169,"micrograms per cubic meter",13.410875,6.40741466923077,13
"1260","pm25","Namur","BE",50.5027163414413,4.98842295409252,"micrograms per cubic meter",24.631943,9.83274754117647,17
"1261","pm25","Nandesari","IN",22.410802,73.097923,"micrograms per cubic meter",515,65.8194444444444,36
"1262","pm25","Napa","US",38.278849,-122.275024,"micrograms per cubic meter",122,50.2795698924731,93
"1263","pm25","Naples-Marco Island","US",26.2992,-81.72,"micrograms per cubic meter",15.2,6.11071428571429,28
"1264","pm25","Napoli","IT",40.85278,14.25139,"micrograms per cubic meter",62.2,21.727027027027,111
"1265","pm25","Napoli","IT",40.86427,14.34108,"micrograms per cubic meter",69.8,22.9035714285714,112
"1266","pm25","Narberth","GB",51.781784,-4.691462,"micrograms per cubic meter",5,3.60344827586207,116
"1267","pm25","Narnaul","IN",28.060249,76.113115,"micrograms per cubic meter",59.9,27.4307692307692,26
"1268","pm25","Narvik","NO",68.435397,17.424891,"micrograms per cubic meter",3.600394,1.38875289908257,109
"1269","pm25","Nashik","IN",20.0073285,73.7762427,"micrograms per cubic meter",24.85,15.19,5
"1270","pm25","Nashville-Davidson--Murfreesboro","US",35.65188,-87.0096,"micrograms per cubic meter",33,8.7,70
"1271","pm25","Nashville-Davidson--Murfreesboro","US",36.2975,-86.6525,"micrograms per cubic meter",13,7.90140845070423,71
"1272","pm25","NEOSHO","US",37.67696,-95.47594,"micrograms per cubic meter",18.4,6.65480769230769,104
"1273","pm25","NEW BRUNSWICK","CA",45.0892,-67.0786,"micrograms per cubic meter",4,1.85714285714286,77
"1274","pm25","NEW BRUNSWICK","CA",45.2536,-66.0803,"micrograms per cubic meter",6,2.42666666666667,75
"1275","pm25","NEW BRUNSWICK","CA",45.2803,-66.0561,"micrograms per cubic meter",6,2.5,80
"1276","pm25","NEW BRUNSWICK","CA",45.3092,-66.0092,"micrograms per cubic meter",7,3.37349397590361,83
"1277","pm25","NEW BRUNSWICK","CA",45.957289,-66.645236,"micrograms per cubic meter",9,4.06410256410256,78
"1278","pm25","NEW BRUNSWICK","CA",46.11,-64.79,"micrograms per cubic meter",6,3.72151898734177,79
"1279","pm25","NEW BRUNSWICK","CA",47.363195,-68.322302,"micrograms per cubic meter",34,3.46341463414634,82
"1280","pm25","NEW BRUNSWICK","CA",47.6094,-65.6333,"micrograms per cubic meter",6,2.6027397260274,73
"1281","pm25","NEW CASTLE","US",39.595001,-75.611,"micrograms per cubic meter",11.1,5.21923076923077,104
"1282","pm25","New Haven-Milford","US",41.301288,-72.902685,"micrograms per cubic meter",12.2,5.34810126582278,79
"1283","pm25","New Haven-Milford","US",41.5503,-73.0442,"micrograms per cubic meter",13.3,6.69108910891089,101
"1284","pm25","New Orleans-Metairie-Kenner","US",29.9431,-89.9761,"micrograms per cubic meter",22.1,6.70106382978723,94
"1285","pm25","New Orleans-Metairie-Kenner","US",29.9933,-90.1014,"micrograms per cubic meter",18.2,6.90675675675676,74
"1286","pm25","New Orleans-Metairie-Kenner","US",30.0411,-90.2728,"micrograms per cubic meter",14.9,6.7378640776699,103
"1287","pm25","New Orleans-Metairie-Kenner","US",30.4293,-90.1997,"micrograms per cubic meter",24.7,9.01747572815534,103
"1288","pm25","New York-Northern New Jersey-Long Island","US",40.462181,-74.429436,"micrograms per cubic meter",12.3,5.87101449275362,69
"1289","pm25","New York-Northern New Jersey-Long Island","US",40.515251,-74.806755,"micrograms per cubic meter",9.8,4.80147058823529,68
"1290","pm25","New York-Northern New Jersey-Long Island","US",40.5802,-74.1994,"micrograms per cubic meter",16,3.26851851851852,54
"1291","pm25","New York-Northern New Jersey-Long Island","US",40.603943,-74.276176,"micrograms per cubic meter",12,5.04615384615385,65
"1292","pm25","New York-Northern New Jersey-Long Island","US",40.694401,-73.928596,"micrograms per cubic meter",9.2,2.79636363636364,55
"1293","pm25","New York-Northern New Jersey-Long Island","US",40.720989,-74.192894,"micrograms per cubic meter",25.3,9.88510638297872,47
"1294","pm25","New York-Northern New Jersey-Long Island","US",40.7375,-73.8244,"micrograms per cubic meter",13.5,3.71525423728814,59
"1295","pm25","New York-Northern New Jersey-Long Island","US",40.739264,-73.817694,"micrograms per cubic meter",12.3,5.00151515151515,66
"1296","pm25","New York-Northern New Jersey-Long Island","US",40.7447,-73.5869,"micrograms per cubic meter",11.4,3.3921875,64
"1297","pm25","New York-Northern New Jersey-Long Island","US",40.814701,-73.886703,"micrograms per cubic meter",10.2,4.48833333333333,60
"1298","pm25","New York-Northern New Jersey-Long Island","US",40.8278,-73.0575,"micrograms per cubic meter",10.1,2.79344262295082,61
"1299","pm25","New York-Northern New Jersey-Long Island","US",40.8492,-73.9319,"micrograms per cubic meter",12.6,4.51,70
"1300","pm25","New York-Northern New Jersey-Long Island","US",40.85355,-73.9661,"micrograms per cubic meter",17.7,8.51351351351351,74
"1301","pm25","New York-Northern New Jersey-Long Island","US",41.0522,-73.7642,"micrograms per cubic meter",10.7,2.98727272727273,55
"1302","pm25","Newcastle","GB",54.97825,-1.610528,"micrograms per cubic meter",8,6.32758620689655,116
"1303","pm25","NEWFOUNDLAND","CA",47.098991,-55.198521,"micrograms per cubic meter",7,3.27692307692308,65
"1304","pm25","NEWFOUNDLAND","CA",48.95224,-57.92207,"micrograms per cubic meter",5,3,93
"1305","pm25","Newport","GB",51.601203,-2.977281,"micrograms per cubic meter",6,4.91379310344828,116
"1306","pm25","NEZ PERCE","US",46.3349,-116.535797,"micrograms per cubic meter",22.3,2.97071129707113,239
"1307","pm25","Niedersachsen","DE",51.5302,9.92833,"micrograms per cubic meter",34.85,12.21,8
"1308","pm25","Niedersachsen","DE",51.55107,9.94976,"micrograms per cubic meter",4.59,3.53375,8
"1309","pm25","Niedersachsen","DE",51.90158,10.48132,"micrograms per cubic meter",7.82,4.745,8
"1310","pm25","Niedersachsen","DE",52.150775,9.950223,"micrograms per cubic meter",13.72,7.34375,8
"1311","pm25","Niedersachsen","DE",52.15369,10.45591,"micrograms per cubic meter",10.03,5.42875,8
"1312","pm25","Niedersachsen","DE",52.17017,9.06255,"micrograms per cubic meter",9.37,6.51625,8
"1313","pm25","Niedersachsen","DE",52.25534,8.05286,"micrograms per cubic meter",12.49,7.33875,8
"1314","pm25","Niedersachsen","DE",52.26673,10.54055,"micrograms per cubic meter",12.6,6.47875,8
"1315","pm25","Niedersachsen","DE",52.2703,8.04147,"micrograms per cubic meter",15.6,8.595,8
"1316","pm25","Niedersachsen","DE",52.359478,9.7155,"micrograms per cubic meter",11.38,7.6975,8
"1317","pm25","Niedersachsen","DE",52.36292,9.70612,"micrograms per cubic meter",9.21,6.68,8
"1318","pm25","Niedersachsen","DE",52.49855,7.31747,"micrograms per cubic meter",12.29,9.03625,8
"1319","pm25","Niedersachsen","DE",52.800773,10.756733,"micrograms per cubic meter",12.99,6.36785714285714,14
"1320","pm25","Niedersachsen","DE",52.95702,11.16705,"micrograms per cubic meter",9.08,5.79875,8
"1321","pm25","Niedersachsen","DE",52.99796,7.94257,"micrograms per cubic meter",15.22,10.49375,8
"1322","pm25","Niedersachsen","DE",53.142836,8.212084,"micrograms per cubic meter",20.34,11.205,8
"1323","pm25","Niedersachsen","DE",53.59617,8.09059,"micrograms per cubic meter",12.97,8.10428571428571,7
"1324","pm25","Nijmegen","NL",51.8382,5.85694,"micrograms per cubic meter",23.9782,10.7850836363636,77
"1325","pm25","Nijmegen","NL",51.8414,5.85778,"micrograms per cubic meter",25.2522,9.86044405063291,79
"1326","pm25","Nisko","PL",50.529892,22.112467,"micrograms per cubic meter",27.1514,10.5981123148148,108
"1327","pm25","Nitriansky kraj","SK",48.2830499994668,18.14112,"micrograms per cubic meter",25.391,10.3860043103448,116
"1328","pm25","Nitriansky kraj","SK",48.3094559994669,18.076831,"micrograms per cubic meter",85.549,7.62566181818182,110
"1329","pm25","Nogales","US",31.337204,-110.936722,"micrograms per cubic meter",39,13.214953271028,107
"1330","pm25","Noida","IN",28.5447608,77.3231257,"micrograms per cubic meter",107,50.3098591549296,71
"1331","pm25","Noida","IN",28.56923,77.393848,"micrograms per cubic meter",73,40.4193548387097,31
"1332","pm25","Noida","IN",28.5898,77.3101,"micrograms per cubic meter",93,51.8095238095238,42
"1333","pm25","Noida","IN",28.6245479,77.3577104,"micrograms per cubic meter",94.6,54.4437037037037,81
"1334","pm25","Nord","FR",50.0922657335736,3.85002659413797,"micrograms per cubic meter",12.9,4.67787610619469,113
"1335","pm25","Nord","FR",50.3642606948305,3.52273440352186,"micrograms per cubic meter",33.5,10.2163636363636,110
"1336","pm25","Nord","FR",50.378240795397,3.06586023317151,"micrograms per cubic meter",16.3,7.83918918918919,74
"1337","pm25","Nord","FR",50.6408018273658,3.07477152078998,"micrograms per cubic meter",22.7,5.62,115
"1338","pm25","Nord","FR",51.0485717254673,2.42004340911231,"micrograms per cubic meter",13.4,5.72654867256637,113
"1339","pm25","Nordrhein-Westfalen","DE",51.523567,7.483597,"micrograms per cubic meter",20.75,10.4559459459459,37
"1340","pm25","North-west Slopes","AU",-31.1105556,150.9141667,"micrograms per cubic meter",17.4,6.21847826086957,92
"1341","pm25","North-west Slopes","AU",-30.981667,150.260556,"micrograms per cubic meter",26.8,4.52056074766355,107
"1342","pm25","North-west Slopes","AU",-30.318333,149.829167,"micrograms per cubic meter",15.3,6.96823529411765,85
"1343","pm25","NORTHAMPTON","US",36.511708,-77.655389,"micrograms per cubic meter",19,5.20689655172414,87
"1344","pm25","Northern Ostrobothnia","FI",65.0099699995891,25.47132,"micrograms per cubic meter",10.549133,3.04555630517241,116
"1345","pm25","Northern Savonia","FI",62.893599999565,27.66952,"micrograms per cubic meter",20.9,2.65273279352227,988
"1346","pm25","Norwich-New London","US",41.3536,-72.0789,"micrograms per cubic meter",9.2,4.73069306930693,101
"1347","pm25","Norwich","GB",52.614193,1.301976,"micrograms per cubic meter",8,5.19827586206897,116
"1348","pm25","Nottingham","GB",52.95473,-1.146447,"micrograms per cubic meter",9,5.61206896551724,116
"1349","pm25","NOVA SCOTIA","CA",44.647,-63.574,"micrograms per cubic meter",17,4.22916666666667,96
"1350","pm25","NOVA SCOTIA","CA",44.7197,-63.4819,"micrograms per cubic meter",8,3.10204081632653,98
"1351","pm25","NOVA SCOTIA","CA",45.0061,-65,"micrograms per cubic meter",4,2.78947368421053,95
"1352","pm25","NOVA SCOTIA","CA",45.04,-64.29,"micrograms per cubic meter",10,4.03061224489796,98
"1353","pm25","NOVA SCOTIA","CA",45.61394,-61.36235,"micrograms per cubic meter",9,4.22448979591837,98
"1354","pm25","NOVA SCOTIA","CA",45.6819,-62.6953,"micrograms per cubic meter",6,3.50515463917526,97
"1355","pm25","NOVA SCOTIA","CA",46.1425,-60.1728,"micrograms per cubic meter",7,3.57731958762887,97
"1356","pm25","NOWATA","US",36.918242,-95.632127,"micrograms per cubic meter",37.3,7.78038922155689,668
"1357","pm25","Ocala","US",29.170799,-82.1008,"micrograms per cubic meter",10.9,5.85652173913043,46
"1358","pm25","Oise","FR",49.2595681690121,2.47440046695438,"micrograms per cubic meter",17.7,8.91652173913043,115
"1359","pm25","Oise","FR",49.435953836447,2.0842890885198,"micrograms per cubic meter",18.9,9.84173913043478,115
"1360","pm25","OKANOGAN","US",48.39999,-119.518959,"micrograms per cubic meter",310,74.5373134328358,67
"1361","pm25","OKANOGAN","US",48.4772,-120.1906,"micrograms per cubic meter",108.1,45.3493975903614,83
"1362","pm25","Oklahoma City","US",35.32,-97.4883,"micrograms per cubic meter",23.7,9.01359223300971,103
"1363","pm25","Oklahoma City","US",35.502968,-97.577674,"micrograms per cubic meter",14.9,7.25980392156863,102
"1364","pm25","Oklahoma City","US",35.612801,-97.472198,"micrograms per cubic meter",19.9,9.05,104
"1365","pm25","Olsztyn","PL",53.789233,20.486075,"micrograms per cubic meter",17.8769,8.88289596330275,109
"1366","pm25","Olympia","US",47.029301,-122.821503,"micrograms per cubic meter",167.3,57.8045454545455,88
"1367","pm25","Omaha-Council Bluffs","US",41.133317,-95.956078,"micrograms per cubic meter",40.9,5.46464646464646,99
"1368","pm25","Omaha-Council Bluffs","US",41.2474,-95.9731,"micrograms per cubic meter",9,4.02970297029703,101
"1369","pm25","ONTARIO","CA",42.3144,-83.0433,"micrograms per cubic meter",8,3.47727272727273,44
"1370","pm25","ONTARIO","CA",42.4033,-82.2086,"micrograms per cubic meter",16,3.35714285714286,42
"1371","pm25","ONTARIO","CA",42.6725,-81.1647,"micrograms per cubic meter",15,4.06666666666667,30
"1372","pm25","ONTARIO","CA",42.974461,-81.200858,"micrograms per cubic meter",7,2.52272727272727,44
"1373","pm25","ONTARIO","CA",42.990263,-82.395341,"micrograms per cubic meter",17,4.11363636363636,44
"1374","pm25","ONTARIO","CA",43.1403,-80.2961,"micrograms per cubic meter",11,3.27272727272727,44
"1375","pm25","ONTARIO","CA",43.1583,-79.235,"micrograms per cubic meter",8,2.66666666666667,33
